Id_ARTICOLO              ;AAR_DESCRIZ                                       ;AAR_DESCRIZAGG                                    ;AAR_ART_TIPO        ;AAR_COD_MADRE        ;AAR_COD_RADICE       ;AAR_ID_UM                ;AAR_LISVEN01;AAR_LISVEN02;AAR_LISVEN03;AAR_LISVEN04;AAR_LISACQO1;AAR_ID_CLIFOR            ;AAR_LISACQO2;AAR_ID_CLIFOR_2         ;emptyColumn
PNSINGRO S               ;FELPA NEW SINGAPORE ROSSO                         ;                                                  ;ART-CODICE          ;PNSINGRO             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGROLL               ;FELPA NEW SINGAPORE ROSSO                         ;                                                  ;ART-CODICE          ;PNSINGRO             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGROXL               ;FELPA NEW SINGAPORE ROSSO                         ;                                                  ;ART-CODICE          ;PNSINGRO             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGROXX               ;FELPA NEW SINGAPORE ROSSO                         ;                                                  ;ART-CODICE          ;PNSINGRO             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSMOR                   ;GIUBBINO NEW SAINT MORITZ 97%POL-3%ELASTAN        ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSMORNE                 ;GIUBBINO NEW SAINT MORITZ 97%POL-3%ELASTAN NERO   ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;33,64;            ;            ;            ;0;            ;0;
PNSMORNE L               ;GIUBBINO NEW SAINT MORITZ 97%POL-3%ELASTAN NERO   ;                                                  ;ART-CODICE          ;PNSMORNE             ;PNSMOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSMORNE M               ;GIUBBINO NEW SAINT MORITZ 97%POL-3%ELASTAN NERO   ;                                                  ;ART-CODICE          ;PNSMORNE             ;PNSMOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSMORNE S               ;GIUBBINO NEW SAINT MORITZ 97%POL-3%ELASTAN NERO   ;                                                  ;ART-CODICE          ;PNSMORNE             ;PNSMOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSMORNEXL               ;GIUBBINO NEW SAINT MORITZ 97%POL-3%ELASTAN NERO   ;                                                  ;ART-CODICE          ;PNSMORNE             ;PNSMOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSMORNEXX               ;GIUBBINO NEW SAINT MORITZ 97%POL-3%ELASTAN NERO   ;                                                  ;ART-CODICE          ;PNSMORNE             ;PNSMOR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
POPORT                   ;FELPA OPORTO COTONE/POLIESTERE                    ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
POPORTBI                 ;FELPA OPORTO BIANCA COTONE/POLIESTERE             ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
